,address,effective_rent
2736,"7120 Patronis Dr, Panama City, FL 32408",1574
2737,"7124 Ponce De Leon Ave, Jacksonville, FL 32217",943
2738,"7130 Okeechobee Blvd, West Palm Beach, FL 33411",2405
2739,"7132 Colony Club Dr, Lake Worth, FL 33463",2391
2740,"7137 N Blue Angel Pkwy, Pensacola, FL 32526",2007
2741,"715 Camarague Pl, Lake Mary, FL 32746",2092
2742,"7150 US-98, Panama City Beach, FL 32407",1524
2743,"7154 Conant Ave, Jacksonville, FL 32210",852
2744,"720 S Conway Rd, Orlando, FL 32807",1609
2745,"720 SW 34th St, Gainesville, FL 32607",1392
2746,"7200 N Frontage Rd, Orlando, FL 32812",1931
2747,"7200 Powers Ave, Jacksonville, FL 32217",1306
2748,"7211 Crane Ave, Jacksonville, FL 32216",1211
2749,"7212 Carlton Arms Dr, New Port Richey, FL 34653",981
2750,"7225 Crane Ave, Jacksonville, FL 32216",826
2751,"7225 W 11th Ct, Hialeah, FL 33014",1359
2752,"7231 Maida Ln, Fort Myers, FL 33908",1503
2753,"7237 Corklan Dr, Jacksonville, FL 32258",1702
2754,"7241 Old Kings Rd S, Jacksonville, FL 32217",824
2755,"725 N Indiana Ave, Englewood, FL 34223",1836
2756,"7261 Crossroads Garden Dr, Orlando, FL 32821",1851
2757,"727 W 11th St, Panama City, FL 32401",1115
2758,"730 Old Coachman Rd., Clearwater, FL 33765",1377
2759,"730 SW 78th Ave, Plantation, FL 33324",2549
2760,"7300 W Irlo Bronson Memorial Hwy, Kissimmee, FL 34747",1329
2761,"7301 W University Ave, Gainesville, FL 32607",1115
2762,"7315 W Hanna Ave, Tampa, FL 33634",1773
2763,"7320 Broadmoor Dr, New Port Richey, FL 34653",1224
2764,"7325 Goldenpointe Blvd, Orlando, FL 32807",1576
2765,"7325 SW 82nd St, Miami, FL 33143",1625
2766,"733 Main Ln, Orlando, FL 32801",2092
2767,"7335 Oconto Dr, New Port Richey, FL 34655",1341
2768,"7343 W Sand Lake Rd, Orlando, FL 32819",2117
2769,"7350 Blanding Blvd, Jacksonville, FL 32244",1386
2770,"7350 NW 4th St, Plantation, FL 33317",2453
2771,"7351 Woodridge Park Dr, Orlando, FL 32818",1056
2772,"7381 Navarre Pkwy, Navarre, FL 32566",1618
2773,"7385 Park Village Dr, Jacksonville, FL 32256",1779
2774,"740 N Woodland Blvd, Deland, FL 32720",610
2775,"740 Savory Pl, Lake Mary, FL 32746",1689
2776,"7400 Powers Ave, Jacksonville, FL 32217",1457
2777,"7400 SW 107th Ave, Miami, FL 33173",2441
2778,"7400 SW 13th Rd, Gainesville, FL 32607",1620
2779,"7400 Stirling Rd, Hollywood, FL 33024",1667
2780,"741 Clay St, Winter Park, FL 32789",2126
2781,"741 Park Ave, Orange Park, FL 32073",1450
2782,"741 Saxon Blvd, Orange City, FL 32763",1782
2783,"7417 Palmera Pointe Cir, Tampa, FL 33615",2056
2784,"742 Palm Bay Dr, Tampa, FL 33619",1627
2785,"7425 Inspira Circle, Naples, FL 34113",2498
2786,"7425 Trouble Creek Rd, New Port Richey, FL 34653",1456
2787,"744 Spring West Rd, Orlando, FL 32818",1150
2788,"7440 N Kendall Dr, Kendall, FL 33156",2485
2789,"74700 Mills Preserve Cir, Yulee, FL 32097",1739
2790,"7488 Universal Blvd, Orlando, FL 32819",2276
2791,"7490 Dwell Well Way, Winter Park, FL 32792",2234
2792,"75 SW 75th St, Gainesville, FL 32607",1505
2793,"750 N Orange Ave, Orlando, FL 32801",1786
2794,"750 Pondella Rd, North Fort Myers, FL 33903",1290
2795,"7500 Omni Ln, Fort Myers, FL 33905",2316
2796,"7500 Powers Ave, Jacksonville, FL 32217",1425
2797,"7501 Miami Lakes Dr, Miami Lakes, FL 33014",1502
2798,"7501 Ulmerton Rd, Largo, FL 33771",1511
2799,"7502 Sun Key Blvd, Winter Park, FL 32792",1834
2800,"7505 NW 44th St, Lauderhill, FL 33319",1857
2801,"7507 Beach Blvd, Jacksonville, FL 32216",1150
2802,"7507 Park Village Dr, Jacksonville, FL 32256",2157
2803,"751 W Oakland Ave, Oakland, FL 34787",2173
2804,"7511 Solstice Cir, Orlando, FL 32821",2234
2805,"7514 Hogan Rd, Jacksonville, FL 32216",1532
2806,"7524 Southside Blvd, Jacksonville, FL 32256",1289
2807,"7528 Arlington Expy, Jacksonville, FL 32211",1376
2808,"7528 Park Promenade Dr, Winter Park, FL 32792",1227
2809,"753 Sherwood Terrace Dr, Orlando, FL 32818",1830
2810,"7533 38th Ave N, St Petersburg, FL 33710",1597
2811,"7541 Highwater Dr, New Port Richey, FL 34655",1528
2812,"7550 Stirling Rd, Davie, FL 33024",1757
2813,"7555 SW 152nd Ave, Miami, FL 33193",841
2814,"7557 Campania Way, Naples, FL 34104",2658
2815,"7575 Hampton Blvd, North Lauderdale, FL 33068",1771
2816,"7591 US-98, Pensacola, FL 32506",1573
2817,"7595 Baymeadows Cir W, Jacksonville, FL 32256",1416
2818,"7595 Sun Tree Cir, Orlando, FL 32807",1757
2819,"760 NE 85th St, Miami, FL 33138",1564
2820,"7600 Majorca Pl, Orlando, FL 32819",2221
2821,"7601 N 9th Ave, Pensacola, FL 32514",1293
2822,"7603 Fort Desoto St, Orlando, FL 32822",1064
2823,"7607 W Atlantic Ave, Delray Beach, FL 33446",2623
2824,"7610 W Waters Ave, Tampa, FL 33615",1530
2825,"7616 NW 5th St, Plantation, FL 33324",2098
2826,"7616 W Courtney Campbell Causeway, Tampa, FL 33607",2748
2827,"7635 Timberlin Park Blvd, Jacksonville, FL 32256",1742
2828,"7650 Lower Gateway Loop, Orlando, FL 32827",2272
2829,"7651 Gate Pkwy, Jacksonville, FL 32256",1845
2830,"7651 Paradise Island Blvd, Jacksonville, FL 32256",1452
2831,"7670 Greenboro Dr, Melbourne, FL 32904",1549
2832,"7676 Carlton Arms Blvd, Winter Haven, FL 33884",1193
2833,"7680 W Hwy 98, Pensacola, FL 32506",1398
2834,"7693 Alicia Ln, Sarasota, FL 34243",1596
2835,"77 Exuma Way, Santa Rosa Beach, FL 32459",2175
2836,"770 Appleyard Dr, Tallahassee, FL 32304",1389
2837,"770 SW 12th Terrace, Delray Beach, FL 33444",1080
2838,"7700 Pine Lakes Blvd, Port St. Lucie, FL 34952",2030
2839,"7700 Ridge Rd, Seminole, FL 33772",1283
2840,"7702 Rivergate Dr, Tampa, FL 33619",1553
2841,"7703 Hare Ave, Jacksonville, FL 32211",917
2842,"7721 Silver Pointe Blvd, Orlando, FL 32822",1618
2843,"7730 Navarre Pkwy, Navarre, FL 32566",1528
2844,"7730 Wilds Loop, Wildwood, FL 34785",1448
2845,"7738 A C Skinner Pkwy, Jacksonville, FL 32256",1771
2846,"7740 Plantation Bay Dr, Jacksonville, FL 32244",1560
2847,"7740 Southside Blvd, Jacksonville, FL 32256",1209
2848,"7745 Brandywood Cir, Winter Park, FL 32792",1263
2849,"7750 Belfort Pkwy, Jacksonville, FL 32256",1510
2850,"7755 W 4th Ave, Hialeah, FL 33014",1883
2851,"777 N Orange Ave, Orlando, FL 32801",1895
2852,"777 NW 155th Ln, Miami, FL 33169",1476
2853,"7777 Normandy Blvd, Jacksonville, FL 32221",1456
2854,"778 Jimmy Ann Dr, Daytona Beach, FL 32114",1320
2855,"7785 Branchwood Ln, Winter Park, FL 32792",1229
2856,"7790 NW 78th Ave, Tamarac, FL 33321",2210
2857,"780 Creekwater Terrace, Lake Mary, FL 32746",1411
2858,"7800 Jubilee Park Blvd, Orlando, FL 32822",2349
2859,"7801 N Federal Hwy, Boca Raton, FL 33487",2728
2860,"7816 Southside Blvd, Jacksonville, FL 32256",1383
2861,"7820 Baymeadows Rd E, Jacksonville, FL 32256",1694
2862,"7826 Crosswater Trail, Windermere, FL 34786",2259
2863,"7840 Lilac Ln, Pensacola, FL 32514",1469
2864,"7840 NW 3rd St, Pembroke Pines, FL 33024",1870
2865,"7844 Gregory Dr, Jacksonville, FL 32210",800
2866,"785 117th Ter N, St Petersburg, FL 33716",1342
2867,"7850 Pasadena Blvd, Pembroke Pines, FL 33024",2585
2868,"7855 E Fletcher Ave, Temple Terrace, FL 33637",1539
2869,"7861 Reflection Cove Dr, Fort Myers, FL 33907",1959
2870,"7887 N Lockwood Ridge Rd, Sarasota, FL 34243",1925
2871,"789 W Yamato Rd, Boca Raton, FL 33431",3046
2872,"790 Academy Dr, Kissimmee, FL 34744",1793
2873,"790 E Broward Blvd, Fort Lauderdale, FL 33301",3691
2874,"790 Harbor Inn Dr, Coral Springs, FL 33071",2187
2875,"7900 Hampton Blvd, North Lauderdale, FL 33068",1978
2876,"7903 Holly Lea Ct, Tampa, FL 33617",1434
2877,"7910 West Dr, North Bay Village, FL 33141",2092
2878,"7915 Baymeadows Cir E, Jacksonville, FL 32256",1515
2879,"7922 Dani Dr, Fort Myers, FL 33966",2121
2880,"7925 Merrill Rd, Jacksonville, FL 32277",1593
2881,"7925 W 2nd Ct, Hialeah, FL 33014",2148
2882,"7932 Southside Blvd, Jacksonville, FL 32256",1336
2883,"7933 Venture Center way, Boynton Beach, FL 33437",2408
2884,"7940 Citrus Garden Dr, Tampa, FL 33625",1957
2885,"795 Ironwood Flats Cir, Brandon, FL 33511",2159
2886,"7950 NE Bayshore Ct, Miami, FL 33138",2773
2887,"7950 Park Blvd, Pinellas Park, FL 33781",2335
2888,"7950 Shoals Dr, Orlando, FL 32817",1549
2889,"7960 Pine Crossing Cir, Orlando, FL 32807",1539
2890,"797 Teague Trail, Lady Lake, FL 32159",1371
2891,"7995 Haven Wy, Kissimmee, FL 34747",1904
2892,"8 Villa Dr, Pensacola, FL 32506",1380
2893,"80 Fornells Way, St Augustine, FL 32092",2457
2894,"800 Broward Rd, Jacksonville, FL 32218",1136
2895,"800 Grand Panama Blvd, Panama City Beach, FL 32407",1724
2896,"800 Harbour Post Dr, Tampa, FL 33602",2268
2897,"800 Lombard St, Orlando, FL 32807",2144
2898,"800 Marbella Ln, Sanford, FL 32771",1909
2899,"800 N Howard Ave, Tampa, FL 33606",2281
2900,"800 NE 12th Ave, Homestead, FL 33030",1033
2901,"800 Scenic Hwy, Pensacola, FL 32503",1603
2902,"800 Semoran Park Dr, Winter Park, FL 32792",1791
2903,"800 Spring Creek Blvd, Crestview, FL 32536",1671
2904,"800 Vick Rd, Apopka, FL 32712",2381
2905,"8000 Cleary Blvd, Plantation, FL 33324",2647
2906,"8000 Essex Point Circle, Orlando, FL 32819",2235
2907,"8000 West Dr, North Bay Village, FL 33141",3130
2908,"8005 NW 8th St, Miami, FL 33126",1179
2909,"8008 Balasands Blvd, Orlando, FL 32818",1901
2910,"801 Bella Verde Ter, Sanford, FL 32771",1876
2911,"801 Green Heron Ct, Kissimmee, FL 34741",1814
2912,"801 N Rome Ave, Tampa, FL 33606",2432
2913,"801 NW 108th Ave, Plantation, FL 33324",2565
2914,"801 Rich Dr, Palm Springs, FL 33406",1819
2915,"801 W 13th St, Panama City, FL 32401",1083
2916,"8021 Peters Rd, Plantation, FL 33324",2796
2917,"8024 Cumberland Park Dr, Orlando, FL 32821",2092
2918,"8024 Hidden River Dr, Tampa, FL 33617",1249
2919,"8024 Southside Blvd, Jacksonville, FL 32256",1162
2920,"8025 Baymeadows Cir E, Jacksonville, FL 32256",1655
2921,"803 Don Quixote Ave, Orlando, FL 32807",1437
2922,"8030 Old Kings Rd S, Jacksonville, FL 32217",1476
2923,"804 Fairmaiden Ln, Brandon, FL 33511",1407
2924,"8049 Stillwater Ct, North Fort Myers, FL 33903",1318
2925,"805 N Olive Ave, West Palm Beach, FL 33401",2727
2926,"8050 103rd St, Jacksonville, FL 32210",1120
2927,"8050 Arlington Expy, Jacksonville, FL 32211",1280
2928,"8061 Red Jasper Ln, Delray Beach, FL 33446",2738
2929,"8067 Dream Catcher Cir, Naples, FL 34119",3020
2930,"8074 Gate Pkwy W, Jacksonville, FL 32216",1726
2931,"808 N Franklin St, Tampa, FL 33602",2644
2932,"8080 NW 10th Ct, Plantation, FL 33322",2321
2933,"8085 Tumblestone Ct, Delray Beach, FL 33446",2614
2934,"8090 NW 96th Terrace, Tamarac, FL 33321",2231
2935,"810 Wadsworth St, Tallahassee, FL 32304",793
2936,"8100 Claire Ann Dr, Orlando, FL 32825",1590
2937,"8100 Natures Way, Bradenton, FL 34202",2158
2938,"8100 US-98, Pensacola, FL 32506",1445
2939,"8101 Champions Cir, Champions Gate, FL 33896",1795
2940,"8101 NW 14th St, Plantation, FL 33322",2359
2941,"8102 North Sheldon Rd, Tampa, FL 33615",1585
2942,"811 Crestview Dr, Cocoa, FL 32922",1345
2943,"811 NW 43rd Ave, Miami, FL 33126",2153
2944,"811 Rosery Rd NW, Largo, FL 33770",2000
2945,"8110 Misty Wood Ave, Bradenton, FL 34202",1988
2946,"8111 NW 53rd St, Doral, FL 33166",2574
2947,"812 S Park Rd, Hollywood, FL 33021",2082
2948,"8120 Acacia Street, Naples, FL 34113",2248
2949,"8134 Colonial Village Dr, Tampa, FL 33625",2228
2950,"814 1st St N, Jacksonville Beach, FL 32250",2176
2951,"8140 SW 22nd St, North Lauderdale, FL 33068",1995
2952,"815 Water St, Tampa, FL 33602",4098
2953,"8150 Chatham Manor Blvd, Orlando, FL 32821",1876
2954,"8150 NW 53rd St, Doral, FL 33166",2930
2955,"8150 Point Meadows Dr, Jacksonville, FL 32256",1740
2956,"8150 SW 72nd Ave, Miami, FL 33143",2858
2957,"8151 Alderman Rd, Jacksonville, FL 32211",1164
2958,"8151 Patterson Woods Dr, Orlando, FL 32821",1663
2959,"8171 N University Dr, Tamarac, FL 33321",2249
2960,"820 N Wickham Rd, Melbourne, FL 32935",1077
2961,"8200 Jayme Dr, Winter Garden, FL 34787",2061
2962,"8201 SW 152nd Ave Cir, Miami, FL 33193",796
2963,"8203 NW 31st Ave, Gainesville, FL 32606",1222
2964,"8204 SW 65th Ave, Miami, FL 33143",1369
2965,"8210 SW 12th St, Plantation, FL 33324",2254
2966,"8210 Solano Bay Loop, Tampa, FL 33635",1814
2967,"8214 Princeton Square Blvd E, Jacksonville, FL 32256",1422
2968,"8215 SW 72nd Ave, Miami, FL 33143",2714
2969,"8226 60th St Cir E, Sarasota, FL 34243",1730
2970,"8228 Chasco Woods Blvd, Port Richey, FL 34668",1508
2971,"8231 Princeton Square Blvd W, Jacksonville, FL 32256",1265
2972,"824 Integra Park Dr, Middleburg, FL 32068",1808
2973,"8240 Lakewood Ranch Blvd, Bradenton, FL 34202",2218
2974,"8245 Omaha Cir, Spring Hill, FL 34606",1108
2975,"825 Cypress St, Tarpon Springs, FL 34689",1334
2976,"825 McCullough Ave, Orlando, FL 32803",2073
2977,"8250 SW 72nd Ct, Miami, FL 33143",2275
2978,"8255 Park Blvd, Miami, FL 33126",2519
2979,"826 Milano Cir, Brandon, FL 33511",1820
2980,"828 Orienta Ave, Altamonte Springs, FL 32701",1578
2981,"8283 Baymeadows Rd E, Jacksonville, FL 32256",1918
2982,"8291 Dames Point Crossing Blvd, Jacksonville, FL 32277",1431
2983,"8300 Garden Catalina Cir, Lake Worth, FL 33467",2764
2984,"8300 Ibis Reserve Cir, West Palm Beach, FL 33412",2350
2985,"8300 NE 1st Pl, Miami, FL 33138",1220
2986,"8301 Sandstone Lake Dr, Tampa, FL 33615",1460
2987,"831 Oakley Seaver Dr, Clermont, FL 34711",1469
2988,"8310 Bella Grove Cir, Sarasota, FL 34243",2129
2989,"832 NW 86th Ave, Plantation, FL 33324",2177
2990,"8335 Freedom Crossing Trail, Jacksonville, FL 32256",1325
2991,"8335 Narcoossee Rd, Orlando, FL 32827",1982
2992,"8337 SW 107th Ave, Miami, FL 33173",2517
2993,"8339 Pembrook Villas Cir, Orlando, FL 32810",1015
2994,"8340 Commerce Way, Miami Lakes, FL 33016",2725
2995,"8340 NW 7th St, Miami, FL 33126",2202
2996,"8343 Hogan Rd, Jacksonville, FL 32216",1348
2997,"840 Bert Rd, Jacksonville, FL 32211",1034
2998,"840 S Grand Hwy, Clermont, FL 34711",1333
2999,"8400 49th St N, Pinellas Park, FL 33781",1647
3000,"8400 NW 102nd Ave, Doral, FL 33178",2834
3001,"8400 S Dixie Hwy, Miami, FL 33143",2744
3002,"8401 Southside Blvd, Jacksonville, FL 32256",1429
3003,"8402 N Waterford Ave, Tampa, FL 33604",1587
3004,"8412 Rio Bravo Ct, Tampa, FL 33617",1361
3005,"8413 Valencia Village Ln, Orlando, FL 32825",1539
3006,"8415 N Armenia Ave, Tampa, FL 33604",1404
3007,"8421 Del Lago Cir, Tampa, FL 33614",1778
3008,"8425 Montravail Cir, Tampa, FL 33637",1977
3009,"8425 NW 41st St, Doral, FL 33166",2755
3010,"843 Alderman Rd, Jacksonville, FL 32211",1162
3011,"8433 Southside Blvd, Jacksonville, FL 32256",1404
3012,"8440 Sherman Cir N, Miramar, FL 33025",1840
3013,"8445 Gardens Cir, Sarasota, FL 34243",1866
3014,"8449 Aiken Ct, Tampa, FL 33615",1205
3015,"8450 Gate Pkwy W, Jacksonville, FL 32216",1567
3016,"8450 Standish Bend Dr, Tampa, FL 33615",1296
3017,"8451 Gate Pkwy W, Jacksonville, FL 32216",1640
3018,"8485 Hammocks Blvd, Miami, FL 33193",2711
3019,"850 Broken Sound Pkwy NW, Boca Raton, FL 33487",3140
3020,"850 Capital Walk Dr, Tallahassee, FL 32303",1422
3021,"850 S Gadsden St, Tallahassee, FL 32301",2143
3022,"850 W 49th St, Hialeah, FL 33012",1443
3023,"8500 Belcher Rd, Pinellas Park, FL 33781",1871
3024,"8501 N 50th St, Tampa, FL 33617",1049
3025,"85041 Christian Way, Yulee, FL 32097",1769
3026,"8505 Lincoln Cove Dr, Tampa, FL 33614",1387
3027,"8508 Arbour Lake Dr, Leesburg, FL 34788",1282
3028,"851 Lake Tivoli Blvd, Kissimmee, FL 34741",2173
3029,"8511 Myslak Wy, Pensacola, FL 32526",1736
3030,"8520 SW 107th Ave, Miami, FL 33173",1929
3031,"8525 N Armenia Ave, Tampa, FL 33604",1227
3032,"8530 SW 1st St, Pembroke Pines, FL 33025",2275
3033,"8540 Homeplace Dr, Jacksonville, FL 32256",1733
3034,"8540 Robilina Rd, Port Richey, FL 34668",1021
3035,"855 Central Ave, St Petersburg, FL 33701",3656
3036,"8551 Panama City Beach Pkwy, Panama City Beach, FL 32407",1736
3037,"8599 A C Skinner Pkwy, Jacksonville, FL 32256",1789
3038,"86 SW 8th St, Miami, FL 33130",3508
3039,"8610 Pine Tree Ct, Tampa, FL 33604",1638
3040,"8616 Gate Pkwy W, Jacksonville, FL 32216",1784
3041,"86195 Courtney Isles Way, Yulee, FL 32097",1742
3042,"863 University Blvd, Jupiter, FL 33458",2858
3043,"8633 Addison Pl Cir, Naples, FL 34119",2522
3044,"8636 Villa Point, Orlando, FL 32810",1782
3045,"8649 A C Skinner Pkwy, Jacksonville, FL 32256",1819
3046,"8650 NW 61st St, Tamarac, FL 33321",1969
3047,"8650 Weir Dr, Naples, FL 34104",1265
3048,"8680 Baymeadows Rd E, Jacksonville, FL 32256",1719
3049,"8681 A C Skinner Pkwy, Jacksonville, FL 32256",1598
3050,"8685 Baymeadows Rd E, Jacksonville, FL 32256",1755
3051,"8700 Maitland Summit Blvd, Orlando, FL 32810",1968
3052,"8700 Southside Blvd, Jacksonville, FL 32256",1386
3053,"871 Ibis Walk Pl N, St Petersburg, FL 33716",2009
3054,"8715 Belle Rive Blvd, Jacksonville, FL 32256",1487
3055,"8725 Del Rey Ct, Tampa, FL 33617",894
3056,"8730 N Himes Ave, Tampa, FL 33614",1541
3057,"8733 Rooks Park Cir, Tampa, FL 33619",2325
3058,"8741 Grove Terrace, Temple Terrace, FL 33617",1353
3059,"8745 Palm Breeze Rd, Jacksonville, FL 32256",1680
3060,"8760 Nw 4th St, Plantation, FL 33324",1719
3061,"8781 Orange Leaf Ct, Tampa, FL 33637",1580
3062,"8781 White Swan Dr, Tampa, FL 33614",1628
3063,"8798 NW 38th St, Sunrise, FL 33351",2106
3064,"88 SE Hancock St, Stuart, FL 34994",2177
3065,"8800 Boardwalk Trail Dr, Tampa, FL 33637",1695
3066,"8800 Doral Blvd, Doral, FL 33178",2375
3067,"8800 NW 78th Ct, Tamarac, FL 33321",2121
3068,"8800 Pine Forest Rd, Pensacola, FL 32534",1650
3069,"8800 SW 68th Ct, Miami, FL 33156",1600
3070,"8801 Citrus Village Dr, Tampa, FL 33626",2028
3071,"8801 Crestview Dr, Tampa, FL 33604",1233
3072,"8801 Hidden River Pkwy, Tampa, FL 33637",2122
3073,"8801 Pathstone Blvd, Pensacola, FL 32526",1888
3074,"8802 Brennan Cir, Tampa, FL 33615",1735
3075,"881 W Warren Ave, Longwood, FL 32750",1968
3076,"8818 SW 72nd ST, Miami, FL 33173",1695
3077,"8820 Thomas Oaks Dr, Tampa, FL 33626",2209
3078,"8820 Walter Way, Naples, FL 34120",2776
3079,"8851 US Hwy 19 N, Pinellas Park, FL 33782",2158
3080,"8855 Fontainebleau Blvd, Miami, FL 33172",2471
3081,"8870 W Waters Ave, Tampa, FL 33615",1812
3082,"8876 A C Skinner Pkwy, Jacksonville, FL 32256",1884
3083,"888 Cotton Bay Dr W, West Palm Beach, FL 33406",2014
3084,"888 Franklin St, Jacksonville, FL 32206",745
3085,"8881 SW 172nd Ave, Miami, FL 33196",2492
3086,"8900 Fishermans Pointe Dr, Temple Terrace, FL 33637",1563
3087,"8901 Bertha Palmer Blvd, Temple Terrace, FL 33617",2161
3088,"8901 Okeechobee Blvd, West Palm Beach, FL 33411",1779
3089,"8917 N Davis Hwy, Pensacola, FL 32514",1554
3090,"8920 Trafford Dr, Melbourne, FL 32940",2290
3091,"8930 Lazy River Loop, New Port Richey, FL 34655",1834
3092,"8940 Miguel Pl, Port Richey, FL 34668",852
3093,"8940 NW 8th St, Miami, FL 33172",2239
3094,"895 Broadstone Way, Altamonte Springs, FL 32714",1922
3095,"895 Wymore Rd, Altamonte Springs, FL 32714",1787
3096,"8960 SW 122nd Ave, Miami, FL 33186",2321
3097,"8961 SW 142nd Ave, Miami, FL 33186",2373
3098,"8971 SW 72nd St, Miami, FL 33173",1434
3099,"899 N Orange Ave, Orlando, FL 32803",2020
3100,"8990 N Davis Hwy, Pensacola, FL 32514",1507
3101,"9 Plaza Real S, Boca Raton, FL 33432",3181
3102,"90 NW 29th St, Miami, FL 33127",3438
3103,"90 Sandal Ln, Panama City Beach, FL 32413",1651
3104,"900 Plaza, Atlantic Beach, FL 32233",1532
3105,"900 Riggins Rd, Tallahassee, FL 32308",1560
3106,"900 Water Tower Way, Lantana, FL 33462",2635
3107,"900 West Ave, Miami Beach, FL 33139",3222
3108,"900 Woodside Cir, Kissimmee, FL 34741",1848
3109,"9000 Ave Pointe Cir, Orlando, FL 32821",1772
3110,"9000 NW 9th St, Plantation, FL 33324",2230
3111,"9000 SW 97th Ave, Miami, FL 33176",2403
3112,"9000 Summit Centre Way, Orlando, FL 32810",1982
3113,"9000 Woodbine Trail, Riviera Beach, FL 33418",2150
3114,"9009 University Pkwy, Pensacola, FL 32514",1613
3115,"9009 Western Lake Dr, Jacksonville, FL 32256",1629
3116,"901 NW 97th Ave, Miami, FL 33172",2575
3117,"9016 Alister Blvd E, Palm Beach Gardens, FL 33418",2535
3118,"9020 Royal Palm Blvd, Coral Springs, FL 33065",1660
3119,"9047 San Jose Blvd, Jacksonville, FL 32257",1681
3120,"905 W 26th St, Lynn Haven, FL 32444",971
3121,"9051 SW 122nd Ave, Miami, FL 33186",2624
3122,"9052 SW 142nd Ave, Miami, FL 33186",2054
3123,"906 Oasis Palm Cir, Ocoee, FL 34761",2059
3124,"907 Tidewater Ln, Longwood, FL 32750",1568
3125,"9091 Airway Dr, Pensacola, FL 32514",1813
3126,"9095 Airway Dr, Pensacola, FL 32514",1803
3127,"9100 Baldridge Rd, Pensacola, FL 32514",1497
3128,"9100 Dowden Rd, Orlando, FL 32827",1975
3129,"9101 Ave Club Dr, Tampa, FL 33637",1493
3130,"9104 Canopy Oak Ln, Riverview, FL 33578",1900
3131,"911 S Park Rd, Hollywood, FL 33021",2360
3132,"9111 Ramblewood Dr, Coral Springs, FL 33071",2521
3133,"9116 Integra Meadows Dr, Davenport, FL 33896",1810
3134,"9117 SW 72nd Ave, Pinecrest, FL 33156",1458
3135,"912 Innovation Wy, Altamonte Springs, FL 32714",2050
3136,"913 Lake Shore Dr, Lake Park, FL 33403",2673
3137,"9135 Talina Ln, Tampa, FL 33637",1057
3138,"9141 W Commercial Blvd, Tamarac, FL 33351",2579
3139,"915 N Franklin St, Tampa, FL 33602",2802
3140,"917 Country Club Park, DeLand, FL 32724",1611
3141,"9175 SW 147th Ave, Miami, FL 33196",1583
3142,"918 Aventine Dr, West Melbourne, FL 32904",1836
3143,"919 Ballard St, Altamonte Springs, FL 32701",1231
3144,"920 Rich Dr, Deerfield Beach, FL 33441",1845
3145,"9200 Randal Park Blvd, Orlando, FL 32832",1984
3146,"9201 Nelson Park Cir, Orlando, FL 32817",1701
3147,"921 N Central Ave, Tampa, FL 33602",2165
3148,"921 Paddock Club Dr, Brandon, FL 33511",1753
3149,"921 S Orlando Ave, Maitland, FL 32751",1919
3150,"9223 Vintage Hills Way, Winter Garden, FL 34787",2155
3151,"923 E Lemon St, Lakeland, FL 33801",1633
3152,"9260 Boca Vue Dr, Boca Raton, FL 33428",3068
3153,"927 Siesta Key Blvd, Deerfield Beach, FL 33441",1891
3154,"929 Gilmore Ave, Lakeland, FL 33801",903
3155,"9295 Ashland Ave, Pensacola, FL 32534",2065
3156,"93 Dune Lakes Cir, Santa Rosa Beach, FL 32459",1950
3157,"930 Central Ave, St. Petersburg, FL 33705",2732
3158,"9300 Marino Cir, Naples, FL 34114",2341
3159,"9300 Northlake Pkwy, Orlando, FL 32827",2321
3160,"9300 SW 137th Ave, Miami, FL 33186",2033
3161,"9301 Summit Centre Way, Maitland, FL 32810",1929
3162,"9303 Cobalt Dr, Riverview, FL 33578",2024
3163,"9310 Valleyview Ln, Port Richey, FL 34668",1008
3164,"9357 SW 77th Ave, Miami, FL 33156",2122
3165,"936 S Howard Ave, Tampa, FL 33606",3483
3166,"9392 NW 120th St, Hialeah Gardens, FL 33018",1772
3167,"940 City Plaza Way, Oviedo, FL 32765",2092
3168,"940 Santa Rosa Blvd, Fort Walton Beach, FL 32548",2088
3169,"940 W Canton Ave, Winter Park, FL 32789",2232
3170,"9400 NW 41st St, Doral, FL 33178",3173
3171,"9404 NW 49th Pl, Sunrise, FL 33351",1925
3172,"9405 Dowden Rd, Orlando, FL 32832",1987
3173,"941 Pocahontas Dr, Fort Walton Beach, FL 32547",1383
3174,"943 W Orange Blossom Trail, Apopka, FL 32712",1194
3175,"9439 San Jose Blvd, Jacksonville, FL 32257",1504
3176,"9455 103rd St, Jacksonville, FL 32210",1548
3177,"9480 Princeton Square Blvd S, Jacksonville, FL 32256",1629
3178,"949 Cleveland St, Clearwater, FL 33756",2010
3179,"949 Crowsnest Cir, Orlando, FL 32825",1653
3180,"950 NW 214th St, Miami, FL 33169",2160
3181,"950 SW 57th Ave, West Miami, FL 33144",2769
3182,"9500 SW 174th St, Palmetto Bay, FL 33157",2466
3183,"9503 Oasis Way Blvd, Riverview, FL 33578",1927
3184,"9505 49th St N, Pinellas Park, FL 33782",2067
3185,"9505 Blackwood Cir, Fort Myers, FL 33967",1973
3186,"9539 Delaney Creek Blvd, Tampa, FL 33619",2157
3187,"9541 103rd St, Jacksonville, FL 32210",1433
3188,"955 Airport Rd, Destin, FL 32541",1470
3189,"955 N Orlando Ave, Maitland, FL 32751",2041
3190,"955 Providence Reserve Loop, Lakeland, FL 33805",823
3191,"9567 Sunbelt St, Tampa, FL 33635",2053
